skill_no,skill_name,campaign_no,media_type
35627319,UHC_MA_LA_Onshore_WMR_En,5805114,4
35627320,UHC_MA_LA_Onshore_WMR_Sp,5805114,4
35627379,UHC_MA_NC_Alt_En,5805114,4
35627380,UHC_MA_NC_Alt_Sp,5805114,4
35627377,UHC_MA_NC_GMR_En,5805114,4
35627378,UHC_MA_NC_GMR_Sp,5805114,4
35627373,UHC_MA_NC_Res_En,5805114,4
35627374,UHC_MA_NC_Res_Sp,5805114,4
35627375,UHC_MA_NC_WMR_En,5805114,4
35627376,UHC_MA_NC_WMR_Sp,5805114,4
35627387,UHC_MA_NE_Alt_En,5805114,4
35627388,UHC_MA_NE_Alt_Sp,5805114,4
35627385,UHC_MA_NE_GMR_En,5805114,4
35627386,UHC_MA_NE_GMR_Sp,5805114,4
35627381,UHC_MA_NE_Res_En,5805114,4
35627382,UHC_MA_NE_Res_Sp,5805114,4
35627383,UHC_MA_NE_WMR_En,5805114,4
35627384,UHC_MA_NE_WMR_Sp,5805114,4
35627339,UHC_MA_OH_Alt_En,5805114,4
35627340,UHC_MA_OH_Alt_Sp,5805114,4
35627337,UHC_MA_OH_GMR_En,5805114,4
35627338,UHC_MA_OH_GMR_Sp,5805114,4
35627333,UHC_MA_OH_Res_En,5805114,4
35627334,UHC_MA_OH_Res_Sp,5805114,4
35627335,UHC_MA_OH_WMR_En,5805114,4
35627336,UHC_MA_OH_WMR_Sp,5805114,4
35627371,UHC_Mass_Alt_En,5805114,4
35627372,UHC_Mass_Alt_Sp,5805114,4
35627714,UHC_Mass_Alt_Zh,5805114,4
35627369,UHC_Mass_GMR_En,5805114,4
35627370,UHC_Mass_GMR_Sp,5805114,4
35627715,UHC_Mass_GMR_Zh,5805114,4
35627365,UHC_Mass_Res_En,5805114,4
35627366,UHC_Mass_Res_Sp,5805114,4
35627712,UHC_Mass_Res_Zh,5805114,4
35627367,UHC_Mass_WMR_En,5805114,4
35627368,UHC_Mass_WMR_Sp,5805114,4
35627713,UHC_Mass_WMR_Zh,5805114,4
35627355,UHC_TX_Alt_En,5805114,4
35627356,UHC_TX_Alt_Sp,5805114,4
35627719,UHC_TX_Alt_Zh,5805114,4
35627353,UHC_TX_GMR_En,5805114,4
35627354,UHC_TX_GMR_Sp,5805114,4
35627718,UHC_TX_GMR_Zh,5805114,4
35627349,UHC_TX_Res_En,5805114,4
35627350,UHC_TX_Res_Sp,5805114,4
35627716,UHC_TX_Res_Zh,5805114,4
35627351,UHC_TX_WMR_En,5805114,4
35627352,UHC_TX_WMR_Sp,5805114,4
35627717,UHC_TX_WMR_Zh,5805114,4
35627347,UHC_VA_Alt_En,5805114,4
35627348,UHC_VA_Alt_Sp,5805114,4
35627345,UHC_VA_GMR_En,5805114,4
35627346,UHC_VA_GMR_Sp,5805114,4
35627341,UHC_VA_Res_En,5805114,4
35627342,UHC_VA_Res_Sp,5805114,4
35627343,UHC_VA_WMR_En,5805114,4
35627344,UHC_VA_WMR_Sp,5805114,4
23113148,Ultimate_After_Hours_EN,5804335,4
23113149,Ultimate_After_Hours_SP,5804335,4
20923185,Ultimate_Reserv EN,5804335,4
20923186,Ultimate_Reserv SP,5804335,4
20923188,Ultimate_WMR EN,5804335,4
20923187,Ultimate_WMR SP,5804335,4
35690377,Urgent Rebooking and Edits,5684330,4
20923437,URide Escalations,5684839,4
18556353,URide_Existing,5684839,4
18556355,URide_Other,5684839,4
23067075,Uride_Steven,5684839,4
35628055,USFHP_Existing,5805170,4
35628056,USFHP_Other,5805170,4
23113135,WellcareAR_After_EN,5804585,4
23113134,WellcareAR_After_SP,5804585,4
23113138,WellcareAR_GMR_EN,5804585,4
23113139,WellcareAR_GMR_SP,5804585,4
23113131,WellcareAR_Reserve_EN,5804585,4
23113140,WellcareAR_Reserve_SP,5804585,4
23113132,WellcareAR_WMR_EN,5804585,4
23113133,WellcareAR_WMR_SP,5804585,4
23113089,WellcareKS_After_EN,5804583,4
23113090,WellcareKS_After_SP,5804583,4
23113102,WellcareKS_GMR_EN,5804583,4
23113103,WellcareKS_GMR_SP,5804583,4
23113085,WellcareKS_Reserve_EN,5804583,4
23113086,WellcareKS_Reserve_SP,5804583,4
23113087,WellcareKS_WMR_EN,5804583,4
23113088,WellcareKS_WMR_SP,5804583,4
